,image,ground_truth,trocr,qwenv2.5_3B,qwenv2.5_7B,smolvlm2,siglib2
329,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1292x176 at 0x749AAE1494D0>,المُقْتَرِنَة بِالإِرادَة وَالقِيَمِ وَالناسُ فِي ذٰلِكَ,,الْمُقْتَرِفُ بِالْإِرَاذَةِ وَالْقِيَمِ وَالنَّاسِ فِي ذَٰلِكَ,,,
330,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1995x181 at 0x749AAE149A50>,بِزِيارَةٍ الرَئِيسِ السابِقِ لِلوِلاياتِ المتحده، بِيل كلينتون. وَأَعْلَنَ,,"""بِرَحْمَةِ اللَّهِ، بِكُلِّ يَدٍ، لَا حَلُّ لِّيُؤْمِنُونَ.""",,,
331,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=785x138 at 0x749AAE149FD0>,طُولُها كِيلُو مِتْرٍ تتهي بِحَوْض كَبِيرٍ تَتَفَرَّع مِنهُ,,"""ضلوها كيلو متر تنهي بخوض كبير يتقع منه""",,,
332,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=455x147 at 0x749AAE14A550>,كَتَبَ عَلَيها الزوال،,,"""كتبت عليها الزوال،""",,,
333,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=942x206 at 0x749AAE14AAD0>,جاءَت بِهِ كَتَبَ الأَدَبِ عَن مُلُوكُ الحَيْرَة وَعَن,,"""جَاءَتْ يِهِ كَثَبُ الأَدَبِ عَن مُلُوكُ الحَيْثِرَةَ وَعَن""",,,
334,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1098x166 at 0x749AAE14B050>,التاريخ. ولكن عرض أسمائهم هنا وذكر بحوثهم ومؤلفاتهم,,"""إِنَّا نَحْنُ وَكَلَّمَا عَرَضَ أَسْمَا ذَٰلِكَ دَوْرُهُمْ وَمَوْعُودَةُمْ""",,,
335,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2035x214 at 0x749AAE14B610>,لِلطاقَةِ يُمْكِن لِلإِنْسانِ أَنَّ يَسْتَغِلّها إِلّا أَنَّها مَحْدُودَةٍ,,"""الطاقة يُقدر للإنسان أن يُستَفِد لها إلا أنها مُحْتَدَة""",,,
336,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=926x138 at 0x749AAE14BB50>,غَيْرِ أَنَّنا لا نَسْتَطِيع أَنَّ نَتَكَهَّن فِي أَمْرٌ,,"""أَنْ نَسْتَشْعِي أَنْ تَسْكُنَ فِي أَمْرٍ غَيْرِ أَنَا لا""",,,
337,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1030x111 at 0x749AAE154110>,عَدِيدَةٍ فِي جَرِيرَة العَرَبِ وَفَى الحَبَشَة وَفَى السحوال,,"""جديدة في كريمة العَرب وفُ اكتشافه وفُ السدوال""",,,
338,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=724x231 at 0x749AAE154690>,وَطاقَة الرياح.,,"""وطة الرياح.""",,,
339,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1728x272 at 0x749AAE154C10>,وَحَظْرُ كَآفَة الكُتُبِ الَّتِي تُعارِض حُكْمِهِ وَوَضْعِ مُؤَلِّفِيها .,,وَخْطَرْ كَافَّة الْكُتُبِ الَّقِ تُعَارِض حُكْمِهِ وَوْضِع مُؤْلِفِيْها.,,,
340,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=946x111 at 0x749AAE155190>,الذرات. أَمّا فِي حالَةِ السَوائِل وَالمَوادِّ الصُلْبَةِ حَيْثُ,,أنا في حالة السرور والتفاؤل الحميم، حيث,,,
341,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=764x156 at 0x749AAE155710>,خ ص، ب س ش، ص غ ه,,"""خص، بس شش، صغره""",,,
342,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=710x122 at 0x749AAE155C90>,صَدْرِيّ مِن سَعال كانَ اصابني.,,صَّرِّیْنَ سُعُولٌ أَصَابَنَّى.,,,
343,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1650x234 at 0x749AAE156210>,الضابِطِ لرمتك. سَأَلَت راجِح هَل بَلَغَ أَصْحابنا ظ ع ك،ث,,"""الضابط ارمتك. سألت راجح هل بَلغ أضحيلنا نظاع كرت""",,,
344,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1107x112 at 0x749AAE156790>,مِن صَمِيمِ هٰذا الاِنْتِماءِ للمجموعه، ذاتِ الرَوافِدِ المتعدده،,,"""من صحيح هذا الاقتراح المجمع عليه، ذات الروافد المتعددة.""",,,
345,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1235x125 at 0x749AAE156D10>,عَلَى أَهَمِّيَّةً المَكانِ وَاِتِّساعه وَكَثافَة سُكّانه وَأَنْعامه عَلَى,,"""كُرْهِيَةُ المَخازِنِ وَلَا نَهْدِهَا عَلَى""",,,
346,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=987x129 at 0x749AAE157290>,بالفتور، مُنْذُ سَنَة أَلْفَ وَتَسْعَه مائه وَخَمْسَةِ وخمسون،,,بالفحم، مُنذ سنة ألف وتَعشَه مائة وَخَمسة وَخمسمون.,,,
347,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2187x114 at 0x749AAE157810>,لَمِنْطَقَة نَحُدّ لَمِنْطَقَة لِمِنْطَقَةِ نَجِد وَنَجِد هِيَ الَّتِي أَجْمَعِ المُؤَرِّخُونَ أَنَّ,,"```
jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū jū j",,,
348,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=838x123 at 0x749AAE157D90>,الدُوَلِ الغَرْبِيَّة اِنْتِشاراً واسعا.,,الدول الأخرى استشاراً واسعاً,,,
349,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=846x144 at 0x749AAE15C350>,أَنَّ المَقْصُودَ بِالأَمْكِنَة الَّتِي تَكْثُر فِيها الأَسْوَدِ مِن,,"""لَمْ تَقُصُّ بِالْمَكْنَةِ الَّتِي تَكُونُ فِيهَا الأَسْودُ مِنْ""",,,
350,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1050x121 at 0x749AAE15C8D0>,أَنَّها قادَت لَجَنَّبَتْها لِاِخْتِيارِ روايه، وَهِيَ حَياة بِي,,"""أَمْ فَادِتْ أَخْتُمُّ لا حَتِيرٌ رواهُ، وَهَيَّا حَيَاةً يُّ""",,,
351,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1060x148 at 0x749AAE15CE50>,خاصّاً يُقابِل عالَمِ الحَضارَةِ فِي الجزيره، وَهُوَ الَّذِي,,"""خاصةً يُقابل عالم الخَتِنَة في الجَرْه، وهوَ الذي""",,,
352,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1248x148 at 0x749AAE15D3D0>,اليابانِ عَلَى الحَضارَةِ الغَرْبِيَّةِ كَتِلْمِيذ لا كزبون. وَشَجَّعَت,,"""الليلى والشمس كأنهم يطوفون وسبيلاً""",,,
353,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=474x161 at 0x749AAE15D950>,الشَعْبِ اليمني.,,الشَعب اليمني.,,,
354,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=867x98 at 0x749AAE15DED0>,الحالات ؛ فقد تحولت المنظومة التربوية إلى آلة,,"""الإدات : فقد كولت المصريه الزرعيه الي آية""",,,
355,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1339x144 at 0x749AAE15E450>,العَرَبِيَّةِ وموجدها، عاجِزُونَ عَن التَوْفِيقَ بِن رَأْيِهِم هٰذا,,"The text in the image is in Arabic and reads:

""العَرَبِيَّةِ وموجدها، عاجُوزٌ عن التَّوْفيقِ. يَنْزَلُهم هذا""

This translates to:

""The Arabic language and its dialects, are old-fashioned and unable to adapt. They are being replaced by this.""",,,
356,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=988x108 at 0x749AAE15E9D0>,أَنَّهُ وَلِيَها فِي زَمَنٍ الخَلِيفَة المُعْتَزّ بالله، وَيَبْدُو,,"""أَنَّهَا وُضِعَتْ فِي زَمَانِ الْخَلِيفَةِ المُعْتَزِّ بِاللَّهِ، وَيُذْكَرُونَ""",,,
357,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1297x210 at 0x749AAE15EF50>,فَكَما أَنَّ هُناكَ أَخْلاق فطريه، كَذٰلِكَ,,"""فَإِنْ أُخْرَجَتْ أَيْدِيكَ مِنْ نَظْرِهِمْ كَأَكْبَرٌ إِلَّا أَنَّ هَذَا شَاءَ اللَّهُ أَوْ خَلَقَهُمْ""",,,
358,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1083x120 at 0x749AAE15F4D0>,فَتَبْتَعِد حِيناً عَن الشَمْسِ وَتَقْتَرِب حِيناً وَتَحْصُل هٰذِهِ,,"""يَتَّبِعُ يَا عَنْ الشَّمْسِ وَتَتَّبَّعُ جِبَا وَتَتَّصَلُ هَذِهِ""",,,
359,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1492x157 at 0x749AAE15FA50>,حَرْقِ الوَقُودِ الاحفوري (الفحم حَجَرَيَّ وَالنَفْطِ وَالغازِ الطبيعي),,"""الحُزَّقِ المُقُوِّدِ الاحصوانيِّ (الفحم حجريّ وَالنفطِ والغاز الطبيعي)""",,,
360,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1015x154 at 0x749AAE15FFD0>,فَعَلُوا ذٰلِكَ كَما فِعْلٍ النَصارَى فِي اوروبه فِي,,"""فَعُلوا ذَلِكَ كَمَا فَعل النصارى في أوروبه فيه""",,,
361,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1087x117 at 0x749AAE16C590>,وَلٰكِن الحَضارَةِ الوَسَطِ تَتَعامَل مَعَ الإِنْسانِ بِجَوانِبه المُخْتَلِفَةِ,,"""ولكن الحضارة الوسطى تتعامل مع الإنسان بجوانبه المختلفة""",,,
362,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=839x148 at 0x749AAE16CB10>,الجاهِلِيّ أَو أَخْبارُ الجاهليه،,,الحاجيلي أو أخبار الحاجيلية،,,,
363,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1425x124 at 0x749AAE16D090>,العَقِيدَةِ كَلْماً اِقْتَرَبَت مِن فِكْرَةَ التَوْحِيدِ وَالإِيمان بِالحَياةِ,,الْعَقِيدَةِ كُلُّ مَا اقْتُبَسَ مِن عِقَادَةِ اللَّهِ حَدِيدٌ وَالْيَمَانِ بِالْحَيَادِّةِ,,,
364,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=97x87 at 0x749AAE16D650>,مِن,,"```
(3)
```",,,
365,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1367x168 at 0x749AAE16DB90>,وَبُعْدَ سِتَّ ساعاتٍ مِن السَفَرِ فِي الصَحْراءِ كانَت,,وبُعد ست ساعات من السفر في الصحراء كانت,,,
366,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1696x146 at 0x749AAE16E110>,عَن اِعْتِراضها عَلَى التَسْوِيقِ العَنِيد لِلمُؤَلِّفَيْنِ الشَبابِ أَشْباه,,"""لَسْنِي مَا أَعْنَدُ إِمَامَكَنَّ السَّبَابَ أَشْهَدُ عَلَىٰ أَصْبَحَ عَلَيْهِ""",,,
367,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1081x314 at 0x749AAE16E690>,خِلالَ الأُسْبُوعَيْنِ الماضيين. وَقِبَلَ ثَلاثَةِ أَشْهُرٍ تَوَقَّعَ مُحَلِّلُونَ,,"""خلال الأسبوعين الماضيين. وقبل ثلاثة أشهر توقع مُحللون""",,,
368,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=380x123 at 0x749AAE16EC10>,الشَرائِح الأَرْبَعمائَة,,الشرائح الأربعمائة,,,
369,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1690x177 at 0x749AAE16F190>,الاِسْتِوائِيَّة الَّذِي ساهَمَ فِي اِرْتِفاع مُعَدَّلاتِ تراكيز غازات,,"""الاشتراكية الذي ساقم في إرتفاع معدالت تراكم كازرت""",,,
370,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=750x126 at 0x749AAE16F710>,"فِيها اِسْم ""العرب""، غَيْرِ نَصَّ واحد، هُوَ النَصِّ",,"فيها إِسْمُ ""العرب""، غَيْرُ نَصٍّ واحد، هُوَ النَّصُّ",,,
371,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1055x163 at 0x749AAE16FC90>,الاِنْدِماجِ الاِجْتِماعِيِّ,,"""لا جُنَّةٌ إلا حَتَّى تُنْبِذْمَاج""",,,
372,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=679x118 at 0x749AAE17C250>,فَمِن كانَ لَهُ مالِ وَلا يُنْفِقه فِي حقوقه،,,"""قَبِينَ كَانَ لَهُ مَالٌ وَلَا يُنْفِقَهُ فِي حَقْوَقِهِ،""",,,
373,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=900x117 at 0x749AAE17C7D0>,هٰذا التَقْسِيم وَما رَواهُ الرُواة مِن أَخْبارُ تِلْكَ,,"""أُحبُّكَ وَما رُزْكُكَ الإِدْرَاةُ أَنْتُمُّ""",,,
374,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1577x199 at 0x749AAE17CD50>,آخَرِ عِنْدَ وُصُولِنا طُفْنا وَسَعَيْنا مَعَ شيخ. كانَ جارِي فِي,,أَخْرِجْ عَذَّبُونَا طَهْرًا وَسَعَيْنَا فَمَ شَيْخٌ كَانَ جَارِيَ فِي,,,
375,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=681x106 at 0x749AAE17D2D0>,الزَمَنِ وَ إِذ يُلاحِظ أَنَّ الزِراعَة وَقَفَت عِنْدَ حُدُودِ,,"""الرَّمْنِ وَ إِذْ يُلْحِظُ أَنَّ الزِّرَاعَةَ وَقَفَتْ عِنْدَ خُدُودٍ""",,,
376,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1088x180 at 0x749AAE17D850>,مِن الأَخْبار قَد مَأَنَت لَمَوْت الشِعْرِ الَّذِي قِيلَ,,"""من الأخبار قد صارت أخوهت البسعة الأُدي قيَّن""",,,
377,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=711x110 at 0x749AAE17DDD0>,إِلَى تَقْلِيلِ الأَسْعارِ لِلسِلَعِ,,"""الله لا إله إلا هو الحمد لله رب العالمين""",,,
378,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=815x124 at 0x749AAE17E350>,بِمُتَوَسِّطِ حِسابَيَّ دَرَجَةِ واحده، ثُمَّ المَعْرِفَةِ بِاِسْتِخْدام,,بُمَوَّقِ سُطْحِ حِسَابٍ دَرَجَةٌ وَاحْدَهُ، نُمَ المَضْرِبَةِ يَا شَتَخُدْمُ,,,
379,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1501x283 at 0x749AAE17E8D0>,جَزِيرَة العَرَبِ المُطِلَّة عَلَى البَحْرِ الأَحْمَرِ عِنْدَ جُزُرِ,,"""جُزْءَةُ الْعَوْبِ المُطْلَةٌ عَلَى الْبَخْرِ الأَحْمَرِ عِندَ جُزْءُ""",,,
380,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1162x148 at 0x749AAE17EE50>,عطعوط وَهِلال خازِن عَفِيف للحج. بَدَأَت قَوافِلَ الحَجِيج حاجّ أَثْرَ,,"""عَمْلُوْتُ رَهِيلٍ خَازِنٌ عَفيفٌ لِلحمِ، بَدأْتُ قَوافِزَ الحَجِّيٌّ أَثْرُ""",,,
381,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1103x132 at 0x749AAE17F3D0>,كَتَبَ التَفْسِيرَ وَكَتَبَ الحَدِيثُ وَالسَيْر وَالأَخْبار أَوْصاف بِعَضِّ,,"""كَثِيرٌ أَنْتُمْ وَخَبَّارُ الْحَدِيثُ وَلَسْيُنْ وَالْأَجْرُ أَوْصافٍ بَعْضُ""",,,
382,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=406x108 at 0x749AAE17F950>,الَّتِي تَعُود أَهْل الجاهِلِيَّة,,التي تعود أهل الجاهليّة,,,
383,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1830x258 at 0x749AAE17FED0>,وَ السُلالَة المِصْرِيَّةِ رَغْمَ أَنَّها تَنْدَرِج مِن حَيْثُ,,وَ السُّلَالَةِ الْمُصْرِيَّةُ رُعُمُ أَنَّهَا تَنْدَرِجُ مِنْ حَيْثُ,,,
384,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1330x129 at 0x749AAE184490>,"المُسْتَجِدّاتِ وَإِيضاح الخُطَطِ المُسْتَقْبَلِيَّةِ لِلقَصْر مول، وَأَضافَ ""دار",,"""أُضيفت إضافات أخرى للكتابة السابقة، وتم تأليفها.""",,,
385,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1141x132 at 0x749AAE184A10>,وَالإِدارِيَّةِ وَغَيْرِها فَإِنَّ الإِدارَةِ المَحَلِّيَّةِ تُمَثِّل الصُورَةِ الواقِعِيَّةِ,,وإلا إدارة وغيّرها فإن الإدارة المحلية تُمثل الصورة الواقعية,,,
386,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1277x179 at 0x749AAE184F90>,اخري، لَم تَتَضَمَّن بَرامِجِ مُكافَحَةِ التَصَحُّر أَو اِلْتِحاق,,أخيرًا، نُتَّصِمُّ بِإِيجَ مُكَافِحَةِ التَّصْحِرَ أو إِنْتِحَاق,,,
387,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1339x137 at 0x749AAE185510>,والميثان واوكسيد النتروز عَن مُعَدَّلاتها قِبَلَ الثَوْرَةِ الصِناعِيَّة,,"""و لم يمثل مركسيد لستروز عن مُكّلا فيها قَبْل الثورة الصناعية.""",,,
388,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1421x141 at 0x749AAE185A90>,غِنائه عَلَى اللَيالِي المَقْمَرَة يَقْضِيها فِي بادَيْتَهُ يُناجِي,,غناه على الليلى المقصورة يفضحها في باذينة نياحي,,,
389,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1770x172 at 0x749AAE186010>,المالِيَّةِ الحالِيَّةِ وَتَداعِياتها عَلَى الاِقْتِصادِ العالَمِيِّ مِن خِلالَ,,"""اللهُ لا إلهَ إلاّ هوُ الحمدُ لهُ أعلمُ خلقَهُ""",,,
390,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1356x156 at 0x749AAE186590>,مِن اِخْتِلاف أَيْدِي الكِتابِ فِي رَسْمِ الحُرُوفُ وَنُقِرّها,,من اختلاف أبددي الكتاب في رسم الحروف وتثبيتها,,,
391,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=639x116 at 0x749AAE186B10>,النَقْلِ الشَخْصِيَّةِ يُقَدَّر بِحِوالِي,,"""لِقَالَ الشُّخْصِيَّة بِقدَرٍ يُحِبُّهَا""",,,
392,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1187x158 at 0x749AAE187090>,الَّذِي يَجِئ بُعْدَ سابِقِيهِ فِي هٰذا السياق، يَبْدُو,,"""أبو بكر رضي الله عنه أحبه في هذا السباق، ويشتهر""",,,
393,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=282x114 at 0x749AAE187650>,ضرورتها.,,"""ضرورتها.""",,,
394,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1465x177 at 0x749AAE187B90>,الرَئِيسِيَّةِ هِيَ تَقْدِيمِ نَمُوذَجَ ايكولوجي وَتَعْمِيمِ العُلُومِ وَالتِكْنُولُوجِيا,,"""اِلْكِيَبِيَةِ هَيَّا تُؤْدِجِ يَا حُمُوْجِ وَتَعْبِيَهِ اللُّؤُوْمُ وَإِلْكِيَبِيَةِ""",,,
395,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=967x136 at 0x749AAE18C150>,وَيُمْكِن تَحْدِيدِ مَجْمُوعُهُ مِن العَوامِلُ المُفَسِّرَة لِهٰذا الأَداءِ,,"""وَيُكْنِنْ تَحْتَدِيدٌ جُمُوعهُ مِنَ العُوِّلِ مِنَ المَقْسِرَةِ هَذَا الأَدْعَى""",,,
396,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=996x148 at 0x749AAE18C6D0>,النُصُوصِ وَفِي قِراءَتها وَشَرَحَها وتفسرها، وَلَعَلَّهُ لَم يَكْثُر,,"""النصوص وفي قراءتها وشرحها وتفسيرها. والعلمه لم يكثر""",,,
397,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=962x129 at 0x749AAE18CC50>,أَخْبارُ الجاهِلِيَّة وَحْدَها فِي أَيّ يَوْمَ مِن أَيّامٍ,,"""أخبرنا لاجاهليتة وحدها في أي يوم من أيامكم""",,,
398,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=902x110 at 0x749AAE18D1D0>,عادَةً قَلَعَ المَبانِي القَدِيمَة لَاِسْتِخْدام أَنْقاضها فِي مَبانٍ,,"""عادةً ماً الجَدَّيَةُ لِلْقَدِيمَةِ كُنْتُ نَشْتُخُمُ أَنْقاَظَهَا فِي بَابِنِ""",,,
399,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=846x144 at 0x749AAE18D750>,أَنَّ المَقْصُودَ بِالأَمْكِنَة الَّتِي تَكْثُر فِيها الأَسْوَدِ مِن,,أَوْ رَمْقَضُودٌ بِالْمَكِّةِ الَّتِي تَكْفُرُ فِيهَا اللَّاهُؤُدُ مِن,,,
400,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1209x175 at 0x749AAE18DCD0>,فِي حَفْرِ العُرُوق الَّتِي تَكُون الذهب، وَأَمْثال ذٰلِكَ,,في حفر العروق أني تكون الذهب وأمثال ذلك,,,
401,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=950x118 at 0x749AAE18E250>,"وَلَعَلَّ ""الطبري"" أَخْذِها مِن رِوايَةٍ لِاِبْنٍ الكلبي، دُونِ",,"""أُخذنا من رديئة إلى الكلبي دون قرار ""الطبري""",,,
402,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2051x244 at 0x749AAE18E7D0>,عَلَى الأَجْزاء الشَمالِيَّةِ وَالجَنُوبِيَّةِ مِن الأَرْضِ وَبِشَكْلٍ خاصٍّ,,"""على الأجزاء الشمالية والجنوبية من الأرض وتشكل خاص""",,,
403,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=849x124 at 0x749AAE18ED50>,كَما اِتَّضَحَ وُجُودِ عَلاقَةَ اِرْتِباطَيْهِ وَمَعْنَوِيّه بَيِّنَ,,كما أصبح وجود علاقة إرتباطية ومعنوية بين,,,
404,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1021x143 at 0x749AAE18F2D0>,وَلٰكِنَّها كانَت تُشَجِّع المُنافَسَةِ الَّتِي قَوْمِ بَيِّنَ الرُؤَساءِ,,و لكنها كانت تُشجع المنافسة التي قُدِّم بين الروساء,,,
405,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=290x118 at 0x749AAE18F850>,السَنابِل,,"""العربية""",,,
406,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1312x188 at 0x749AAE18FDD0>,الَّتِي يَسْتَطِيع الطالِبُ دِراسَتَها وَالتَخَصُّص فِيها,,الْأَنْثَى يُسْتَطِيع الطَّابِبُ دراستها والتفَحَّص فيها,,,
407,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=917x121 at 0x749AAE194390>,ليانغ يا ، رئيسة معهد كونفوشيوس بجامعة القاهرة,,"""إياد زهير، رئيسة محمد كرنيو نيسوس جامعة القاهرة""",,,
408,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1065x117 at 0x749AAE194910>,الطاقَةِ الحَرارِيَّةِ المَخْزُونَة لَدَيها إِلَى الغِلافِ الخارِجِيِّ لِلأَرْض,,الحاجة العربية المندوحة لحيها في القافق الأدرييروء,,,
409,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=795x124 at 0x749AAE194E90>,ما أَشْك فيه، لِأَنَّ الَّذِي يَنْعَل أَخْباره مِن,,ما أُشْكَ فيه، لَّذَّنَّ الذي يُنْعَلْ أخباره من,,,
410,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1978x251 at 0x749AAE195410>,فِي الفُرَصِ وَيَحِقّ لِلطُلّابِ ذَوِي المُتَطَلَّباتِ التَعْلِيمِيَّةِ الخاصَّةِ,,في الفنَّ والبحث للطلاب ذوي المُتَطَلِّبِ التَّعْلِيمِيَّةِ الخاصة,,,
411,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=944x141 at 0x749AAE195990>,وَمُحَمَّد بِن نَشْوان بِن سَعِيد الحميري نَفْسه هُوَ,,"""الله أعلمُ أنَّكَ تُخْشِنُهُ شَفَعًا""",,,
412,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1181x108 at 0x749AAE195F10>,لِتُقابِل الاِحْتِياجاتِ المَعْرِفِيَّة والمهاريه لِلزَرّاع فِي مَجالاتِ الزِراعَةِ,,"""يُذكر أنّ وحدة القياس هي وحدة معيارية تستخدم لقياس وحدات أخرى، وهي تُعرف أيضًا باسم الوحدة الأساسية أو الوحدة الأساسية للقياس.""",,,
