,image,ground_truth,trocr,qwenv2.5_3B,qwenv2.5_7B,smolvlm2,siglib2
181,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2272x524 at 0x793B1178AF90>,تعلم فائدة الكلمات التالية لهذا النص: مشمس، دراق، غيظ ، ناء ،  بث ، نسر.,,"""نُظِّمَ فِئَةٌ مِنْ الْأَخْلَامِ: مُسْتَقِيمٌ، دَرَاجٍ، نَعِيَّةٌ، نَبَتٌ، وَنَسْرُ""",,,
182,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2453x142 at 0x793B1178B510>,و يثير فيها عواطف الشجن المنبعثة من قسوة الحياة وشعها# و فقر الأرض، فتأخذ,,"""وَيُجِيءُ بِالْكِتَابِ الْمُجِيدُ فِي صُورٍ أَيْنَامٍ وَشُعرٍ مُّبْصِرٍ إِلَى الْحَسَنِ مَا كَانَ""",,,
183,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2269x141 at 0x793B1178BA90>,المحدثين في إدراك أهمية الدراسات الآثار.,,الله لا إله إلا هو، الحمد لله، والصلاة والسلام على سيدنا محمد وعلى آله وصحبه وسلموا وسلموا وسلموا.,,,
184,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2027x96 at 0x793B11798050>,المسببة لظاهرة الإحتباس الحراري في الغلاف الجوي والتغير المناخي في إرتفاع درجة,,"""طبيعة الاصطناعي، د/ ر. س. حمودة""",,,
185,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1978x128 at 0x793B117985D0>,يتكلم وهو نائم  بكلمات لا أفهمها مثل انقض بغـلس له الضابط لزمتك. سألت راجح هل بلغ,,"""بكلمكم وكم ناهمكم، كنتم أشجعكم، أنفخر بذكرى الله العظيم في مشاهداتكم، جامعو ليلة""",,,
186,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1722x508 at 0x793B11798B50>,في هذا العمر المتعدم وني هذا النظام من الزراعة . المواد وطرق البحث :,,"""من هذا العصر المقدم ونظامه الزراعي. المواد والطرق التي تستخدم في الزراعة.""",,,
187,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2443x138 at 0x793B117990D0>,مثل طريقة السرد، الخيال و المبالغة ، لا منطقية الأحداث . باختصار شديد,,"""نَلْمُرِّةٌ لِسُوْرَةِ نَازِلَةِ وَالْيَادِسَةِ، نَزَدْمُدْتُ إِذْ أَنْفَقْتُ.""",,,
188,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2352x128 at 0x793B11799650>,وكان الحصاد يتم بالأيدي والمناجل و فتخرج القرية أو العشيرة عن بكرة أبيها في الصباح,,"""العربية تُعدّ اللغة الأولى للعالم، وتُعتبر من اللغات القديمة والمتقدمة، وتعتبر اللغة الأم للعديد من الدول العربية، وتُستخدم في العديد من المجالات، مثل التعليم والبحث العلمي والسياسة والاقتصاد والفنون وغيرها.""",,,
189,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2144x162 at 0x793B11799BD0>,يتكلم وهو نائم بكلمات لا أفهمها مثل انقض بفلس له الضابط لزمتك. سألت راجح هل بلغ,,"""یکی از مهم‌ترین کلیدهای ارتباطی بین دو شخص، نشست در جرجی یا دیدن""",,,
190,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2041x138 at 0x793B1179A150>, سألت راجح هل بلغ أصحابنا ظ ع ك ، ث خ ض، ب,,"""ما أنت راحم؟ هل بعثنا أحمراً في الأرض؟""",,,
191,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2384x1153 at 0x793B1179A6D0>,مشمش، دراق، غيظ، ناء ،  بث ، نسر,,مُنْصَفٌ، حِقْتُهُ، نَاءٌ، يَتَّبَعُ شَرْءُهُ,,,
192,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1975x158 at 0x793B1179AC50>,قال والله فعلت. فقال الكندي : ما بعد الله شيء ! قال عمر : فكتفه,,"""الله تعالى مقال الشريعة ما بحده الله شريرًا، فلا كرم: فضائل""",,,
193,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2486x174 at 0x793B1179B210>,وهذا # ما فعلته حقا . حيث حققت السيدة دولينج مبيعات بلغت الآن 400 مليون نسخة,,"""وإن لم تجد حلاً حسنًا، حسناً تحضّرْ إنساً روباهيّاً، لامتنع عن طلبه.""",,,
194,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2146x153 at 0x793B1179B750>,وسعينا مع شيخ . كان جاري في الخيمه وهو نائم  بكلمات لا أفهمها مثل انقض,,"""د حسبنا الله لا إله إلا هو وحده لا شريك له من لطفه من نعمه ما نغفل""",,,
195,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2122x177 at 0x793B1179BCD0>,وفقا للأرقام المعلنه للأرقام المعلنه في نهايه عام 2008 ،ألفت,,"""الإجابة هي (2, 3)""",,,
196,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2111x216 at 0x793B1179C290>, هو الأوطأ بالعالم (حوالي 400 متر تحت صلح الجر)،وهو أيضا أكبر,,"""الدُّوْلَةُ بالعالم (هولاند) لم تَتَّسع (19) رُباعياً""",,,
197,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1970x98 at 0x793B1179C810>,أخرى.    3. # تطوير القدرة على المشاركة في الحياة الاجتماعية والثقافية والسياسية,,"""الإنسانية، والثانية، والثالثة، والرابعة، والخامسة، والسادسة، والسابعة، والسادسة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة، والسابعة",,,
198,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1962x123 at 0x793B1179CD90>, السابقين عن الإدارة العامة إلا إنه لم يعد # هنالك شك  في,,"""هذه ركز شرك في إدارة الأمانة والأمان.""",,,
199,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2059x114 at 0x793B1179D310>,جليدي زحفت خلالها الثلوج إلى وسط وجنوب أوربا وانخفضت خلالها,,"""مهم جداً، حيث أن هذا النوع من الأدوية لا يُستخدم إلا لعلاج الأمراض المعدية.""",,,
